   ,FUND_ID,FUND_NAME,PARENT_COMPANY_ID,PARENT_COMPANY_NAME,FUND_CLASSIFICATION,CONTROLLING_CORPORATION,MANAGING_CORPORATION,REPORT_PERIOD,INCEPTION_DATE,DEPOSITS,WITHDRAWLS,INTERNAL_TRANSFERS,NET_MONTHLY_DEPOSITS,TOTAL_ASSETS,AVG_ANNUAL_MANAGEMENT_FEE,AVG_DEPOSIT_FEE,MONTHLY_YIELD,YEAR_TO_DATE_YIELD,ACTUARIAL_ADJUSTMENT,YIELD_TRAILING_3_YRS,YIELD_TRAILING_5_YRS,AVG_ANNUAL_YIELD_TRAILING_3YRS,AVG_ANNUAL_YIELD_TRAILING_5YRS,STANDARD_DEVIATION,ALPHA,SHARPE_RATIO,LIQUID_ASSETS_PERCENT,STOCK_MARKET_EXPOSURE,FOREIGN_EXPOSURE,FOREIGN_CURRENCY_EXPOSURE,MANAGING_CORPORATION_LEGAL_ID,CURRENT_DATE
167,2063,מנורה מבטחים פנסיה - מסלול מניות ,168,מנורה מבטחים פנסיה,קרנות חדשות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201507,12/03/2012,,,,,246.38,0.25,3.04,2.35,6.99,,40.13,46.8,11.9,7.98,7.41,1.92,1.02,,,,,512245812,06/08/2018
168,2063,מנורה מבטחים פנסיה - מסלול מניות ,168,מנורה מבטחים פנסיה,קרנות חדשות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201508,12/03/2012,,,,,244.36,0.25,3.04,-2.5,4.31,,34.41,45.13,10.36,7.73,7.48,2.52,0.88,,,,,512245812,06/08/2018
169,2063,מנורה מבטחים פנסיה - מסלול מניות ,168,מנורה מבטחים פנסיה,קרנות חדשות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201509,12/03/2012,,,,,239.9,0.25,3.04,-2.8,1.39,-0.15,27.51,34.14,8.44,6.05,7.34,2.28,0.64,,,,,512245812,06/08/2018
170,2063,מנורה מבטחים פנסיה - מסלול מניות ,168,מנורה מבטחים פנסיה,קרנות חדשות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201510,12/03/2012,,,,,254.2,0.25,3.04,3.4,4.84,,30.37,35.02,9.24,6.19,7.41,2.52,0.75,,,,,512245812,06/08/2018
171,2063,מנורה מבטחים פנסיה - מסלול מניות ,168,מנורה מבטחים פנסיה,קרנות חדשות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201511,12/03/2012,,,,,257.97,0.25,3.04,-0.15,4.68,,28.51,35.8,8.72,6.31,7.38,2.52,0.75,,,,,512245812,06/08/2018
172,2063,מנורה מבטחים פנסיה - מסלול מניות ,168,מנורה מבטחים פנסיה,קרנות חדשות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201512,12/03/2012,,,,,261.94,0.25,3.04,-1.24,3.38,-0.1,27.37,28.42,8.4,5.13,7.21,2.16,0.62,,,,,512245812,06/08/2018
173,2064,"מנורה מבטחים פנסיה - מסלול אג""ח",168,מנורה מבטחים פנסיה,קרנות חדשות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201501,12/03/2012,,,,,485.46,0.25,3.04,0.66,0.66,,17.22,30.2,5.44,5.42,1.42,1.68,2.35,,,,,512245812,06/08/2018
174,2064,"מנורה מבטחים פנסיה - מסלול אג""ח",168,מנורה מבטחים פנסיה,קרנות חדשות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201502,12/03/2012,,,,,489.58,0.25,3.04,0.75,1.41,,17.56,30.98,5.54,5.55,1.42,1.68,2.46,,,,,512245812,06/08/2018
175,2064,"מנורה מבטחים פנסיה - מסלול אג""ח",168,מנורה מבטחים פנסיה,קרנות חדשות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201503,12/03/2012,,,,,489.52,0.25,3.04,-0.29,1.12,-0.14,16.71,30.09,5.29,5.4,1.45,1.68,2.28,,,,,512245812,06/08/2018
176,2064,"מנורה מבטחים פנסיה - מסלול אג""ח",168,מנורה מבטחים פנסיה,קרנות חדשות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201504,12/03/2012,,,,,488.88,0.25,3.04,0.59,1.72,,16.42,30.56,5.2,5.48,1.45,1.8,2.37,,,,,512245812,06/08/2018
177,2064,"מנורה מבטחים פנסיה - מסלול אג""ח",168,מנורה מבטחים פנסיה,קרנות חדשות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201505,12/03/2012,,,,,491.34,0.25,3.04,0.33,2.05,,16.3,29.99,5.16,5.39,1.45,1.8,2.38,,,,,512245812,06/08/2018
178,2064,"מנורה מבטחים פנסיה - מסלול אג""ח",168,מנורה מבטחים פנסיה,קרנות חדשות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201506,12/03/2012,,,,,487.73,0.25,3.04,-0.73,1.31,-0.12,15.63,27.72,4.96,5.02,1.52,1.92,1.97,,,,,512245812,06/08/2018
179,2064,"מנורה מבטחים פנסיה - מסלול אג""ח",168,מנורה מבטחים פנסיה,קרנות חדשות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201507,12/03/2012,,,,,493.65,0.25,3.04,0.66,1.98,,15.08,27.63,4.79,5,1.52,1.92,2.04,,,,,512245812,06/08/2018
180,2064,"מנורה מבטחים פנסיה - מסלול אג""ח",168,מנורה מבטחים פנסיה,קרנות חדשות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201508,12/03/2012,,,,,495.68,0.25,3.04,0.17,2.15,,15.28,26.87,4.85,4.87,1.49,1.92,2.02,,,,,512245812,06/08/2018
181,2064,"מנורה מבטחים פנסיה - מסלול אג""ח",168,מנורה מבטחים פנסיה,קרנות חדשות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201509,12/03/2012,,,,,496.37,0.25,3.04,-0.28,1.86,-0.15,13.59,26.24,4.34,4.77,1.52,1.92,1.88,,,,,512245812,06/08/2018
182,2064,"מנורה מבטחים פנסיה - מסלול אג""ח",168,מנורה מבטחים פנסיה,קרנות חדשות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201510,12/03/2012,,,,,503.48,0.25,3.04,0.3,2.17,,12.87,25.19,4.12,4.6,1.49,1.92,1.88,,,,,512245812,06/08/2018
183,2064,"מנורה מבטחים פנסיה - מסלול אג""ח",168,מנורה מבטחים פנסיה,קרנות חדשות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201511,12/03/2012,,,,,506.71,0.25,3.04,0.08,2.25,,12.59,25.12,4.03,4.58,1.49,1.92,1.88,,,,,512245812,06/08/2018
184,2064,"מנורה מבטחים פנסיה - מסלול אג""ח",168,מנורה מבטחים פנסיה,קרנות חדשות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201512,12/03/2012,,,,,506.96,0.25,3.04,-0.22,2.03,-0.1,11.92,24.93,3.83,4.55,1.49,1.8,1.8,,,,,512245812,06/08/2018
185,2065,פסגות פנסיה כללית - מסלול לבני 50 ומטה,1532,פסגות קרן פנסיה כללית,קרנות כלליות,"פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ",201501,13/03/2012,,,,,10.48,0.8,,0.72,0.72,,25.3,,7.81,,,,,,,,,513765347,06/08/2018
186,2065,פסגות פנסיה כללית - מסלול לבני 50 ומטה,1532,פסגות קרן פנסיה כללית,קרנות כלליות,"פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ",201502,13/03/2012,,,,,11.36,0.8,,2.69,3.43,,28.21,,8.64,,,,,,,,,513765347,06/08/2018
187,2065,פסגות פנסיה כללית - מסלול לבני 50 ומטה,1532,פסגות קרן פנסיה כללית,קרנות כלליות,"פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ",201503,13/03/2012,,,,,11.98,0.8,,0.5,3.95,0,27.66,,8.48,,,,,,,,,513765347,06/08/2018
188,2065,פסגות פנסיה כללית - מסלול לבני 50 ומטה,1532,פסגות קרן פנסיה כללית,קרנות כלליות,"פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ",201504,13/03/2012,,,,,11.84,0.8,,0.19,4.14,,26.47,,8.14,,,,,,,,,513765347,06/08/2018
189,2065,פסגות פנסיה כללית - מסלול לבני 50 ומטה,1532,פסגות קרן פנסיה כללית,קרנות כלליות,"פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ",201505,13/03/2012,,,,,12.14,0.8,,0.28,4.44,,28.99,,8.86,,,,,,,,,513765347,06/08/2018
190,2065,פסגות פנסיה כללית - מסלול לבני 50 ומטה,1532,פסגות קרן פנסיה כללית,קרנות כלליות,"פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ",201506,13/03/2012,,,,,12.36,0.8,,-2.3,2.03,-0.31,25.46,,7.85,,,,,,,,,513765347,06/08/2018
191,2065,פסגות פנסיה כללית - מסלול לבני 50 ומטה,1532,פסגות קרן פנסיה כללית,קרנות כלליות,"פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ",201507,13/03/2012,,,,,13.63,0.8,,1.48,3.54,,24.26,,7.51,,,,,,,,,513765347,06/08/2018
192,2065,פסגות פנסיה כללית - מסלול לבני 50 ומטה,1532,פסגות קרן פנסיה כללית,קרנות כלליות,"פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ",201508,13/03/2012,,,,,14.24,0.8,,-1.49,2,,22.18,,6.91,,,,,,,,,513765347,06/08/2018
193,2065,פסגות פנסיה כללית - מסלול לבני 50 ומטה,1532,פסגות קרן פנסיה כללית,קרנות כלליות,"פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ",201509,13/03/2012,,,,,14.18,0.8,,-1.87,0.09,0,18.15,,5.72,,,,,,,,,513765347,06/08/2018
194,2065,פסגות פנסיה כללית - מסלול לבני 50 ומטה,1532,פסגות קרן פנסיה כללית,קרנות כלליות,"פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ",201510,13/03/2012,,,,,14.86,0.8,,2.19,2.29,,19.31,,6.06,,,,,,,,,513765347,06/08/2018
195,2065,פסגות פנסיה כללית - מסלול לבני 50 ומטה,1532,פסגות קרן פנסיה כללית,קרנות כלליות,"פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ",201511,13/03/2012,,,,,15.54,0.8,,-0.24,2.04,,18.45,,5.81,,,,,,,,,513765347,06/08/2018
196,2065,פסגות פנסיה כללית - מסלול לבני 50 ומטה,1532,פסגות קרן פנסיה כללית,קרנות כלליות,"פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ",201512,13/03/2012,,,,,15.72,0.8,,-0.94,1.08,0,17.32,,5.47,,,,,,,,,513765347,06/08/2018
197,2066,פסגות כללית - אפיק מניות,1532,פסגות קרן פנסיה כללית,קרנות כלליות,"פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ",201501,13/03/2012,,,,,0.47,0.8,,-0.5,-0.5,,19.43,,6.1,,,,,,,,,513765347,06/08/2018
198,2066,פסגות כללית - אפיק מניות,1532,פסגות קרן פנסיה כללית,קרנות כלליות,"פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ",201502,13/03/2012,,,,,0.49,0.8,,5.89,5.36,,26,,8.01,,,,,,,,,513765347,06/08/2018
199,2066,פסגות כללית - אפיק מניות,1532,פסגות קרן פנסיה כללית,קרנות כלליות,"פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ",201503,13/03/2012,,,,,0.5,0.8,,1.79,7.25,0,27.07,,8.31,,,,,,,,,513765347,06/08/2018
200,2066,פסגות כללית - אפיק מניות,1532,פסגות קרן פנסיה כללית,קרנות כלליות,"פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ",201504,13/03/2012,,,,,0.5,0.8,,0.22,7.48,,25.93,,7.99,,,,,,,,,513765347,06/08/2018
201,2066,פסגות כללית - אפיק מניות,1532,פסגות קרן פנסיה כללית,קרנות כלליות,"פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ",201505,13/03/2012,,,,,0.51,0.8,,1.7,9.31,,30.26,,9.21,,,,,,,,,513765347,06/08/2018
202,2066,פסגות כללית - אפיק מניות,1532,פסגות קרן פנסיה כללית,קרנות כלליות,"פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ",201506,13/03/2012,,,,,0.51,0.8,,-3.39,5.6,-0.31,25.28,,7.8,,,,,,,,,513765347,06/08/2018
203,2066,פסגות כללית - אפיק מניות,1532,פסגות קרן פנסיה כללית,קרנות כלליות,"פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ",201507,13/03/2012,,,,,0.52,0.8,,2.75,8.51,,25.63,,7.9,,,,,,,,,513765347,06/08/2018
204,2066,פסגות כללית - אפיק מניות,1532,פסגות קרן פנסיה כללית,קרנות כלליות,"פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ",201508,13/03/2012,,,,,0.5,0.8,,-5.36,2.69,,18.67,,5.87,,,,,,,,,513765347,06/08/2018
205,2066,פסגות כללית - אפיק מניות,1532,פסגות קרן פנסיה כללית,קרנות כלליות,"פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ",201509,13/03/2012,,,,,0.48,0.8,,-4.39,-1.82,0,11.81,,3.79,,,,,,,,,513765347,06/08/2018
206,2066,פסגות כללית - אפיק מניות,1532,פסגות קרן פנסיה כללית,קרנות כלליות,"פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ",201510,13/03/2012,,,,,0.52,0.8,,5.95,4.03,,17.07,,5.39,,,,,,,,,513765347,06/08/2018
207,2066,פסגות כללית - אפיק מניות,1532,פסגות קרן פנסיה כללית,קרנות כלליות,"פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ",201511,13/03/2012,,,,,0.52,0.8,,-0.17,3.85,,16.3,,5.16,,,,,,,,,513765347,06/08/2018
208,2066,פסגות כללית - אפיק מניות,1532,פסגות קרן פנסיה כללית,קרנות כלליות,"פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ",201512,13/03/2012,,,,,0.51,0.8,,-2.2,1.56,0,13.73,,4.38,,,,,,,,,513765347,06/08/2018
209,2067,פסגות פנסיה כללית מסלול לבני 50 עד 60,1532,פסגות קרן פנסיה כללית,קרנות כלליות,"פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ",201501,13/03/2012,,,,,1.6,0.8,,0.91,0.91,,22.45,,6.98,,,,,,,,,513765347,06/08/2018
210,2067,פסגות פנסיה כללית מסלול לבני 50 עד 60,1532,פסגות קרן פנסיה כללית,קרנות כלליות,"פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ",201502,13/03/2012,,,,,1.59,0.8,,1.61,2.53,,23.96,,7.42,,,,,,,,,513765347,06/08/2018
211,2067,פסגות פנסיה כללית מסלול לבני 50 עד 60,1532,פסגות קרן פנסיה כללית,קרנות כלליות,"פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ",201503,13/03/2012,,,,,1.6,0.8,,-0.2,2.33,0,22.57,,7.02,,,,,,,,,513765347,06/08/2018
212,2067,פסגות פנסיה כללית מסלול לבני 50 עד 60,1532,פסגות קרן פנסיה כללית,קרנות כלליות,"פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ",201504,13/03/2012,,,,,1.59,0.8,,0.52,2.86,,21.83,,6.8,,,,,,,,,513765347,06/08/2018
213,2067,פסגות פנסיה כללית מסלול לבני 50 עד 60,1532,פסגות קרן פנסיה כללית,קרנות כלליות,"פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ",201505,13/03/2012,,,,,1.59,0.8,,-0.09,2.77,,23.8,,7.38,,,,,,,,,513765347,06/08/2018
214,2067,פסגות פנסיה כללית מסלול לבני 50 עד 60,1532,פסגות קרן פנסיה כללית,קרנות כלליות,"פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ",201506,13/03/2012,,,,,1.38,0.8,,-1.96,0.75,-0.31,20.84,,6.51,,,,,,,,,513765347,06/08/2018
215,2067,פסגות פנסיה כללית מסלול לבני 50 עד 60,1532,פסגות קרן פנסיה כללית,קרנות כלליות,"פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ",201507,13/03/2012,,,,,1.4,0.8,,1.07,1.83,,19.2,,6.03,,,,,,,,,513765347,06/08/2018
216,2067,פסגות פנסיה כללית מסלול לבני 50 עד 60,1532,פסגות קרן פנסיה כללית,קרנות כלליות,"פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ",201508,13/03/2012,,,,,1.41,0.8,,-0.19,1.64,,18.74,,5.89,,,,,,,,,513765347,06/08/2018
217,2067,פסגות פנסיה כללית מסלול לבני 50 עד 60,1532,פסגות קרן פנסיה כללית,קרנות כלליות,"פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ",201509,13/03/2012,,,,,1.41,0.8,,-0.79,0.84,0,16.09,,5.1,,,,,,,,,513765347,06/08/2018
218,2067,פסגות פנסיה כללית מסלול לבני 50 עד 60,1532,פסגות קרן פנסיה כללית,קרנות כלליות,"פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ",201510,13/03/2012,,,,,1.43,0.8,,1.04,1.89,,15.91,,5.04,,,,,,,,,513765347,06/08/2018
219,2067,פסגות פנסיה כללית מסלול לבני 50 עד 60,1532,פסגות קרן פנסיה כללית,קרנות כלליות,"פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ",201511,13/03/2012,,,,,1.46,0.8,,-0.44,1.44,,14.84,,4.72,,,,,,,,,513765347,06/08/2018
220,2067,פסגות פנסיה כללית מסלול לבני 50 עד 60,1532,פסגות קרן פנסיה כללית,קרנות כלליות,"פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ",201512,13/03/2012,,,,,1.48,0.8,,-0.22,1.21,0,14.58,,4.64,,,,,,,,,513765347,06/08/2018
221,2068,פסגות פנסיה כללית מסלול לבני 60 ומעלה,1532,פסגות קרן פנסיה כללית,קרנות כלליות,"פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ",201501,13/03/2012,,,,,0.32,0.8,,0.72,0.72,,25.3,,7.81,,,,,,,,,513765347,06/08/2018
222,2068,פסגות פנסיה כללית מסלול לבני 60 ומעלה,1532,פסגות קרן פנסיה כללית,קרנות כלליות,"פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ",201502,13/03/2012,,,,,0.3,0.8,,2.69,3.43,,28.21,,8.64,,,,,,,,,513765347,06/08/2018
223,2068,פסגות פנסיה כללית מסלול לבני 60 ומעלה,1532,פסגות קרן פנסיה כללית,קרנות כלליות,"פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ",201503,13/03/2012,,,,,0.31,0.8,,0.5,3.95,0,27.66,,8.48,,,,,,,,,513765347,06/08/2018
224,2068,פסגות פנסיה כללית מסלול לבני 60 ומעלה,1532,פסגות קרן פנסיה כללית,קרנות כלליות,"פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ",201504,13/03/2012,,,,,0.32,0.8,,0.19,4.14,,26.47,,8.14,,,,,,,,,513765347,06/08/2018
225,2068,פסגות פנסיה כללית מסלול לבני 60 ומעלה,1532,פסגות קרן פנסיה כללית,קרנות כלליות,"פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ",201505,13/03/2012,,,,,0.33,0.8,,0.28,4.44,,28.99,,8.86,,,,,,,,,513765347,06/08/2018
226,2068,פסגות פנסיה כללית מסלול לבני 60 ומעלה,1532,פסגות קרן פנסיה כללית,קרנות כלליות,"פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ",201506,13/03/2012,,,,,0.33,0.8,,-2.3,2.03,-0.31,25.46,,7.85,,,,,,,,,513765347,06/08/2018
227,2068,פסגות פנסיה כללית מסלול לבני 60 ומעלה,1532,פסגות קרן פנסיה כללית,קרנות כלליות,"פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ",201507,13/03/2012,,,,,0.35,0.8,,1.48,3.54,,24.26,,7.51,,,,,,,,,513765347,06/08/2018
228,2068,פסגות פנסיה כללית מסלול לבני 60 ומעלה,1532,פסגות קרן פנסיה כללית,קרנות כלליות,"פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ",201508,13/03/2012,,,,,0.35,0.8,,-1.49,2,,22.18,,6.91,,,,,,,,,513765347,06/08/2018
229,2068,פסגות פנסיה כללית מסלול לבני 60 ומעלה,1532,פסגות קרן פנסיה כללית,קרנות כלליות,"פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ",201509,13/03/2012,,,,,0.36,0.8,,-1.87,0.09,0,18.15,,5.72,,,,,,,,,513765347,06/08/2018
230,2068,פסגות פנסיה כללית מסלול לבני 60 ומעלה,1532,פסגות קרן פנסיה כללית,קרנות כלליות,"פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ",201510,13/03/2012,,,,,0.37,0.8,,2.19,2.29,,19.31,,6.06,,,,,,,,,513765347,06/08/2018
231,2068,פסגות פנסיה כללית מסלול לבני 60 ומעלה,1532,פסגות קרן פנסיה כללית,קרנות כלליות,"פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ",201511,13/03/2012,,,,,0.38,0.8,,-0.24,2.04,,18.45,,5.81,,,,,,,,,513765347,06/08/2018
232,2068,פסגות פנסיה כללית מסלול לבני 60 ומעלה,1532,פסגות קרן פנסיה כללית,קרנות כלליות,"פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ",201512,13/03/2012,,,,,0.39,0.8,,-0.94,1.08,0,17.32,,5.47,,,,,,,,,513765347,06/08/2018
233,2070,פסגות פנסיה מקיפה - מסלול לבני 50 ומטה,1531,פסגות פנסיה מקיפה,קרנות חדשות,"פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ",201501,13/03/2012,,,,,576.87,0.28,4.32,0.28,0.28,,27.82,,8.53,,,,,,,,,513765347,06/08/2018
234,2070,פסגות פנסיה מקיפה - מסלול לבני 50 ומטה,1531,פסגות פנסיה מקיפה,קרנות חדשות,"פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ",201502,13/03/2012,,,,,611.98,0.28,4.32,2.77,3.06,,30.12,,9.17,,,,,,,,,513765347,06/08/2018
235,2070,פסגות פנסיה מקיפה - מסלול לבני 50 ומטה,1531,פסגות פנסיה מקיפה,קרנות חדשות,"פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ",201503,13/03/2012,,,,,631.95,0.28,4.32,0.55,3.62,0,28.2,,8.63,,,,,,,,,513765347,06/08/2018
236,2070,פסגות פנסיה מקיפה - מסלול לבני 50 ומטה,1531,פסגות פנסיה מקיפה,קרנות חדשות,"פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ",201504,13/03/2012,,,,,653.13,0.28,4.32,0.33,3.97,,27.7,,8.49,,,,,,,,,513765347,06/08/2018
237,2070,פסגות פנסיה מקיפה - מסלול לבני 50 ומטה,1531,פסגות פנסיה מקיפה,קרנות חדשות,"פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ",201505,13/03/2012,,,,,670.19,0.28,4.32,0.4,4.38,,32.86,,9.93,,,,,,,,,513765347,06/08/2018
238,2070,פסגות פנסיה מקיפה - מסלול לבני 50 ומטה,1531,פסגות פנסיה מקיפה,קרנות חדשות,"פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ",201506,13/03/2012,,,,,669.21,0.28,4.32,-1.82,2.48,0,28.49,,8.72,,,,,,,,,513765347,06/08/2018
239,2070,פסגות פנסיה מקיפה - מסלול לבני 50 ומטה,1531,פסגות פנסיה מקיפה,קרנות חדשות,"פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ",201507,13/03/2012,,,,,692.26,0.28,4.32,1.58,4.1,,28.11,,8.61,,,,,,,,,513765347,06/08/2018
240,2070,פסגות פנסיה מקיפה - מסלול לבני 50 ומטה,1531,פסגות פנסיה מקיפה,קרנות חדשות,"פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ",201508,13/03/2012,,,,,699.57,0.28,4.32,-1.35,2.7,,25.73,,7.93,,,,,,,,,513765347,06/08/2018
241,2070,פסגות פנסיה מקיפה - מסלול לבני 50 ומטה,1531,פסגות פנסיה מקיפה,קרנות חדשות,"פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ",201509,13/03/2012,,,,,707.22,0.28,4.32,-1.59,1.06,0.09,21.71,,6.77,,,,,,,,,513765347,06/08/2018
242,2070,פסגות פנסיה מקיפה - מסלול לבני 50 ומטה,1531,פסגות פנסיה מקיפה,קרנות חדשות,"פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ",201510,13/03/2012,,,,,738.16,0.28,4.32,1.98,3.06,,22.93,,7.12,,,,,,,,,513765347,06/08/2018
243,2070,פסגות פנסיה מקיפה - מסלול לבני 50 ומטה,1531,פסגות פנסיה מקיפה,קרנות חדשות,"פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ",201511,13/03/2012,,,,,755.19,0.28,4.32,0.08,3.15,,22.21,,6.91,,,,,,,,,513765347,06/08/2018
244,2070,פסגות פנסיה מקיפה - מסלול לבני 50 ומטה,1531,פסגות פנסיה מקיפה,קרנות חדשות,"פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ",201512,13/03/2012,,,,,770.98,0.28,4.32,-0.89,2.23,0.3,21.01,,6.56,,,,,,,,,513765347,06/08/2018
245,2071,פסגות מקיפה - אפיק מניות,1531,פסגות פנסיה מקיפה,קרנות חדשות,"פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ",201501,13/03/2012,,,,,25.6,0.28,4.32,-0.15,-0.15,,31.85,,9.65,,,,,,,,,513765347,06/08/2018
246,2071,פסגות מקיפה - אפיק מניות,1531,פסגות פנסיה מקיפה,קרנות חדשות,"פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ",201502,13/03/2012,,,,,27.81,0.28,4.32,4.09,3.93,,36.68,,10.98,,,,,,,,,513765347,06/08/2018
247,2071,פסגות מקיפה - אפיק מניות,1531,פסגות פנסיה מקיפה,קרנות חדשות,"פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ",201503,13/03/2012,,,,,29.09,0.28,4.32,1.55,5.54,0,37.49,,11.2,,,,,,,,,513765347,06/08/2018
248,2071,פסגות מקיפה - אפיק מניות,1531,פסגות פנסיה מקיפה,קרנות חדשות,"פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ",201504,13/03/2012,,,,,29.53,0.28,4.32,-0.01,5.53,,35.93,,10.77,,,,,,,,,513765347,06/08/2018
